INFO  | 04/19/2024 04:33:40 PM | File logger.py            | Line 39    | Writing log file to exp/GRAN/GRANMixtureBernoulli_subnode_2024-Apr-19-16-33-40_2674320/log_exp_2674320.txt
INFO  | 04/19/2024 04:33:40 PM | File logger.py            | Line 40    | Exp instance id = 2674320
INFO  | 04/19/2024 04:33:40 PM | File logger.py            | Line 41    | Exp comment = None
INFO  | 04/19/2024 04:33:40 PM | File logger.py            | Line 42    | Config =
INFO  | 04/19/2024 04:33:40 PM | File gran_runner.py       | Line 264   | Train/val/test = 28/7/7
INFO  | 04/19/2024 04:33:40 PM | File gran_runner.py       | Line 279   | No Edges vs. Edges in training set = 14.625
INFO  | 04/19/2024 04:33:42 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0001 iteration 00000001 = 1.220633864402771, train_adj_loss = 0.699631929397583, train_embed_loss = 0.4702672064304352, train_subnode_loss = 0.05073480308055878
INFO  | 04/19/2024 04:33:43 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0002 iteration 00000010 = 0.6611725687980652, train_adj_loss = 0.5906214714050293, train_embed_loss = 0.020830992609262466, train_subnode_loss = 0.04972010478377342
INFO  | 04/19/2024 04:33:43 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0003 iteration 00000020 = 0.16011740267276764, train_adj_loss = 0.4328392744064331, train_embed_loss = -0.32176828384399414, train_subnode_loss = 0.049046408385038376
INFO  | 04/19/2024 04:33:44 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0005 iteration 00000030 = -0.12607501447200775, train_adj_loss = 0.4216770529747009, train_embed_loss = -0.5960941314697266, train_subnode_loss = 0.04834206774830818
INFO  | 04/19/2024 04:33:45 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0006 iteration 00000040 = -0.6381980180740356, train_adj_loss = 0.39498791098594666, train_embed_loss = -1.0757689476013184, train_subnode_loss = 0.04258299246430397
INFO  | 04/19/2024 04:33:46 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0008 iteration 00000050 = -0.951505184173584, train_adj_loss = 0.39822226762771606, train_embed_loss = -1.3932394981384277, train_subnode_loss = 0.0435120165348053
INFO  | 04/19/2024 04:33:46 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0009 iteration 00000060 = -0.9858432412147522, train_adj_loss = 0.3830830752849579, train_embed_loss = -1.4094350337982178, train_subnode_loss = 0.04050867632031441
INFO  | 04/19/2024 04:33:47 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0010 iteration 00000070 = -1.39458429813385, train_adj_loss = 0.3895185589790344, train_embed_loss = -1.823485255241394, train_subnode_loss = 0.03938234969973564
INFO  | 04/19/2024 04:33:48 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0012 iteration 00000080 = 0.7292565107345581, train_adj_loss = 0.3912409842014313, train_embed_loss = 0.2992609441280365, train_subnode_loss = 0.038754578679800034
