INFO  | 04/22/2024 05:56:09 PM | File logger.py            | Line 39    | Writing log file to exp/GRAN/GRANMixtureBernoulli_grid_small_2024-Apr-22-17-56-09_3833934/log_exp_3833934.txt
INFO  | 04/22/2024 05:56:09 PM | File logger.py            | Line 40    | Exp instance id = 3833934
INFO  | 04/22/2024 05:56:09 PM | File logger.py            | Line 41    | Exp comment = None
INFO  | 04/22/2024 05:56:09 PM | File logger.py            | Line 42    | Config =
INFO  | 04/22/2024 05:56:09 PM | File gran_runner.py       | Line 264   | Train/val/test = 40/10/10
INFO  | 04/22/2024 05:56:09 PM | File gran_runner.py       | Line 279   | No Edges vs. Edges in training set = 14.625
INFO  | 04/22/2024 05:56:11 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0001 iteration 00000001 = 0.6970765590667725, train_adj_loss = 0.6970765590667725, train_embed_loss = 0, train_subnode_loss = 0
INFO  | 04/22/2024 05:56:11 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0001 iteration 00000010 = 0.5840863585472107, train_adj_loss = 0.5840863585472107, train_embed_loss = 0, train_subnode_loss = 0
INFO  | 04/22/2024 05:56:11 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0001 iteration 00000020 = 0.522918164730072, train_adj_loss = 0.522918164730072, train_embed_loss = 0, train_subnode_loss = 0
INFO  | 04/22/2024 05:56:11 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0001 iteration 00000030 = 0.385942280292511, train_adj_loss = 0.385942280292511, train_embed_loss = 0, train_subnode_loss = 0
INFO  | 04/22/2024 05:56:11 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0001 iteration 00000040 = 0.5234785079956055, train_adj_loss = 0.5234785079956055, train_embed_loss = 0, train_subnode_loss = 0
INFO  | 04/22/2024 05:56:12 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0002 iteration 00000050 = 0.36785611510276794, train_adj_loss = 0.36785611510276794, train_embed_loss = 0, train_subnode_loss = 0
INFO  | 04/22/2024 05:56:12 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0002 iteration 00000060 = 0.46007734537124634, train_adj_loss = 0.46007734537124634, train_embed_loss = 0, train_subnode_loss = 0
INFO  | 04/22/2024 05:56:12 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0002 iteration 00000070 = 0.3291017413139343, train_adj_loss = 0.3291017413139343, train_embed_loss = 0, train_subnode_loss = 0
INFO  | 04/22/2024 05:56:12 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0002 iteration 00000080 = 0.44324812293052673, train_adj_loss = 0.44324812293052673, train_embed_loss = 0, train_subnode_loss = 0
INFO  | 04/22/2024 05:56:12 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0003 iteration 00000090 = 0.3322327136993408, train_adj_loss = 0.3322327136993408, train_embed_loss = 0, train_subnode_loss = 0
INFO  | 04/22/2024 05:56:13 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0003 iteration 00000100 = 0.2554801106452942, train_adj_loss = 0.2554801106452942, train_embed_loss = 0, train_subnode_loss = 0
INFO  | 04/22/2024 05:56:13 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0003 iteration 00000110 = 0.20400170981884003, train_adj_loss = 0.20400170981884003, train_embed_loss = 0, train_subnode_loss = 0
INFO  | 04/22/2024 05:56:13 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0003 iteration 00000120 = 0.2716048061847687, train_adj_loss = 0.2716048061847687, train_embed_loss = 0, train_subnode_loss = 0
INFO  | 04/22/2024 05:56:13 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0004 iteration 00000130 = 0.25409582257270813, train_adj_loss = 0.25409582257270813, train_embed_loss = 0, train_subnode_loss = 0
INFO  | 04/22/2024 05:56:13 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0004 iteration 00000140 = 0.26602107286453247, train_adj_loss = 0.26602107286453247, train_embed_loss = 0, train_subnode_loss = 0
INFO  | 04/22/2024 05:56:13 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0004 iteration 00000150 = 0.23479770123958588, train_adj_loss = 0.23479770123958588, train_embed_loss = 0, train_subnode_loss = 0
INFO  | 04/22/2024 05:56:14 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0004 iteration 00000160 = 0.18254828453063965, train_adj_loss = 0.18254828453063965, train_embed_loss = 0, train_subnode_loss = 0
INFO  | 04/22/2024 05:56:14 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0005 iteration 00000170 = 0.15707920491695404, train_adj_loss = 0.15707920491695404, train_embed_loss = 0, train_subnode_loss = 0
INFO  | 04/22/2024 05:56:14 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0005 iteration 00000180 = 0.17612028121948242, train_adj_loss = 0.17612028121948242, train_embed_loss = 0, train_subnode_loss = 0
INFO  | 04/22/2024 05:56:14 PM | File gran_runner.py       | Line 184   | NLL Loss @ epoch 0005 iteration 00000190 = 0.12678173184394836, train_adj_loss = 0.12678173184394836, train_embed_loss = 0, train_subnode_loss = 0
